id,name,host_name,host_since,host_acceptance_rate,host_is_superhost,price
1817309.0,A6C1 Superbe chambre centrée,Inès,2012-04-22,55.0,False,62.0
1817350.0,A6C2 Grande chambre centrée,Inès,2012-04-22,55.0,False,60.0
1817986.0,A6C2 lumineuse chambre centrée,Inès,2012-04-22,55.0,False,68.0
1818109.0,Chambre A6C3 centrée su centre ville,Inès,2012-04-22,55.0,False,65.0
1819778.0,Chambre 41 au 4ème,Inès,2012-04-22,55.0,False,65.0
1819939.0,"Chambre 43, Superbe,calme, centrée",Inès,2012-04-22,55.0,False,55.0
1825632.0,37sqm in the heart of Lausanne,Djamel,2012-10-17,90.0,True,91.0
1849323.0,"A3c3 chambre avec télévision, WIFI",Inès,2012-04-22,55.0,False,65.0
1849590.0,A 2-room flat in an amazing house !,Laura,2013-10-27,83.0,False,123.0
1869460.0,Lake view @Lausanne : the nest,Gabriel,2013-08-14,86.25,False,162.25
1870716.0,"A5C2 Adorable chambre, centre ville",Inès,2012-04-22,55.0,False,62.0
1878876.0,Luxurious apartment,Sandrine,2013-11-03,100.0,True,220.0
1932911.0,Dreamy HUGE 3 BD Heart of Lausanne,Anne,2012-03-18,28.0,False,390.0
1957065.0,"Lovely ap in green, 10min -> center",Delphine,2012-12-18,91.5,False,130.5
1977589.0,Bel appart au coeur de Lausanne,Tal,2013-10-27,95.75,False,248.25
2026473.0,Suite in Hotel Bristol Villars (Renovated Oct 17),Dimitris,2012-10-21,100.0,True,130.0
2052062.0,Wonderful apartment! Gorgeous view!,Christine,2013-05-19,0.0,False,150.0
2053322.0,Wohnen mit Blick auf den Murtensee,Eva,2013-12-08,100.0,True,205.0
2053521.0,Appartement 4p centre Lausanne,Richard,2013-12-09,100.0,False,141.0
2056132.0,Lovely 1 Bed Apt. Sleeps 4. Incredible view!,Emma,2013-09-17,100.0,False,95.0
2078414.0,Lovely 4 bedr. chalet slope at 150m,Maj,2013-12-14,82.0,False,172.0
2087180.0,Lovely apartment 15min from Gstaad,Eleni,2012-04-06,25.0,False,231.0
2141949.0,"Swiss Mountain Chalet at La Lecherette, Les Mosses",Julia,2013-04-15,80.0,False,124.0
2143323.0,Cosy Two bedroom garden apartment in a chalet,Sylvia,2014-01-01,100.0,False,157.0
2161162.0,CHALET style flat SPECTACULAR VIEWS,Alexia,2012-04-08,55.0,False,190.0
2174806.0,Appartement de Charme Gryon/Villars /longue durée,Clara,2014-01-07,71.0,False,100.0
2207864.0,Appartement 3ch. ensoleillé et vue sur le lac,Damaris,2013-06-19,100.0,False,186.25
2245728.0,"Appartement calme centré 4,5 pièces",Muriel,2014-01-20,22.0,False,120.0
2275816.0,Old beautiful swiss alp chalet,Nicolas,2014-01-20,80.0,False,300.0
2280853.0,"Maison Vigneronne, design-loft sur lac - Unesco",Francois Xavier,2014-01-26,96.0,True,220.0
2327836.0,Cozy holiday flat in 16th cen. home,Monika,2014-02-03,83.0,True,111.0
2352898.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 1",Jocelyne,2014-02-07,93.0,True,150.0
2360021.0,A5c3 lumineuse chambre centrée,Inès,2012-04-22,55.0,False,65.0
2374494.0,"Villa 5 chambres, magnifique vue sur le lac leman",Cyril,2014-02-10,100.0,False,399.0
2422147.0,Rooms in beautiful house near lake,Beatrice,2014-02-19,80.0,True,74.0
2452551.0,Nice room with breakfast,Florence,2014-02-24,100.0,False,310.75
2456017.0,Villa de standing Le Haut des Vignes Lutry/Lavaux,Jocelyne,2014-02-07,93.0,True,620.0
2486070.0,Ski-in/ski-out family chalet “Le Pigeonnier”,Sabine,2014-03-02,33.0,False,318.25
2548834.0,Bright flat with a view (lake),Laurence,2012-03-11,57.5,False,186.5
2581462.0,GRYON appartement chalet vue unique,Florence,2010-03-14,86.0,False,200.0
2581753.0,Chigny Above Morges,Sara Kajsa,2013-05-08,62.0,False,400.0
2589568.0,Luxury 4-bed house with stunning views!,Sophie,2013-04-23,68.0,True,618.0
2603004.0,Modern fully equipped studio in private villa,Yogini,2013-10-01,73.0,False,65.0
2616263.0,Studiette Agatha à Lutry-la Conversion,Veronique,2014-03-22,68.0,False,79.0
2618694.0,"Adorable Alpine Chalet in Leysin,CH",Cecile,2010-08-09,78.5,False,248.75
2619672.0,Perfect location in Villars,Cathrine,2014-03-21,100.0,False,180.0
2654856.0,Charming bright house in Rolle,Catherine,2012-05-20,50.0,False,260.0
2705541.0,Jolie  chambre Prilly-Lausanne,Charlotte,2013-06-26,62.0,False,323.25
2729067.0,Chambre individuelle avec petit déjeuner inclus.,Kelly,2012-05-25,100.0,False,120.0
2749114.0,Chambre d'hôtes,Brigitte,2014-04-09,100.0,False,63.0
2755242.0,"Hotel de l'Ours - Vuiteboeuf, near Yverdon",Maoan,2014-04-09,77.0,False,71.0
2799472.0,Studio charmant au coeur de la campagne (25m²),Natacha,2014-04-15,64.0,True,95.0
2816957.0,Lutry with a bird's eye view of ...,Ilja,2014-04-17,72.5,False,83.75
2821234.0,Cosy traditional Swiss Chalet near by Gstaad,Claudia,2014-02-02,67.0,False,379.0
2858929.0,Grande chambre à louer,Lamine,2014-04-23,49.0,False,47.0
2940156.0,Apartment with large balcony,Patrick,2014-05-02,82.75,False,159.25
2949761.0,EPiC Appart 5min center Lausanne,Berand,2014-05-03,92.0,False,235.0
2958052.0,Traum-Ferienwohnung am Murtensee,Matthias,2014-05-04,96.0,True,130.0
2975140.0,Chalet du 18e rénové / vue époustouflante,Catherine,2014-05-06,86.0,False,360.0
3024073.0,Spacious Room with private bathroom 500m from EPFL,Françoise,2014-05-12,100.0,False,100.0
3063638.0,Villars Chalet-Stunning Views  ★★★★★,Ingram,2014-05-16,100.0,False,106.0
3090340.0,Appartement in Lausanne,Manuel,2014-04-22,73.75,False,158.0
3096599.0,House in Villars-Burquin-Yverdon,Christine,2014-05-13,86.0,True,350.0
3096833.0,Appartement attique meublé 80m2 4 ch. gd balcon,Christine,2014-05-13,86.0,True,150.0
3117298.0,Comfortable room,Magandy,2014-05-22,98.0,True,54.0
3136919.0,Chaleureux appartement vue sur lac Léman,Mona,2013-10-09,69.25,False,108.75
3140256.0,"Great apartment, perfect location !",Giliane,2013-01-25,0.0,False,412.0
3273833.0,Exclusive fully serviced apartment,Anders,2012-12-27,73.0,False,200.0
3276400.0,Lausanne: Bright with view on lake,Minh,2013-09-27,54.25,False,108.75
3304985.0,Joli 3 1/2 pces 4 personnes,Silvana,2014-05-26,96.0,False,152.5
3327148.0,villa avec jardin lausanne nord,Cathy,2014-06-15,87.0,False,102.0
3406113.0,Appartement  La Coudraie.,Monika & Michel,2014-06-24,50.0,False,98.0
3437462.0,Gstaad Paradise View Chalet with Outdoor Jacuzzi,Moriya,2012-06-28,51.0,True,1069.0
3467210.0,Appartment to subrent for 3 weeks,Viera,2014-06-30,81.25,False,104.5
3523349.0,Modern Family House near Lausanne,Pavla,2013-08-05,61.0,False,127.5
3564631.0,Nice room with breakfast,Florence,2014-02-24,100.0,False,368.0
3570844.0,Meeting Air14 PAYERNE,Serge,2014-07-11,81.25,False,104.5
3584687.0,Appartement 3 pièces pour 4(6) pers,Roland,2014-07-13,90.0,False,45.0
3593815.0,Chambre à deux pas du lac.,Claudine,2013-10-19,54.25,False,100.0
3639774.0,Studio with terrace on the Lake,Hans-Jürg,2014-06-11,100.0,True,150.0
3647418.0,"Studio Apt -  Beautiful View, Free parking",Maddy,2014-07-20,85.0,False,125.0
3684056.0,"Clean, quiet and bright apartement near the lake",Pascale,2013-09-30,64.0,True,120.0
3758124.0,Grande Maison au Porte de Lausanne,Lesfringues,2012-02-19,73.0,False,360.75
3770728.0,2nd nice flat in Lavaux-Lausanne,Théo,2012-10-21,100.0,nan,289.25
3798768.0,Cozy studio in Lausanne downtown,Róger,2014-07-23,90.25,False,90.75
3814927.0,Attractive appartment in quiet neighborhood,Genevieve,2014-08-07,86.5,False,149.5
3876432.0,Small room with breakfast - Colombo,Florence,2014-02-24,100.0,False,288.0
3914215.0,Nice Flat,Arc-En-Ciel,2014-08-19,92.0,False,260.25
3949880.0,Studio bussigny-près-Lausanne  EPFL,Costel & Pili,2014-08-16,86.0,False,95.0
3974321.0,Wonderfull Swiss Chalet in Villars,Angela,2014-08-27,92.0,False,290.0
3974478.0,Chambre spacieuse et calme,Alixia,2014-08-27,92.0,False,260.25
4012191.0,wintersport Alpe des Chaux,Carlien,2014-01-22,0.0,False,199.75
4128583.0,Sunset House (Option jacuzzi),Yan,2014-09-16,97.0,True,568.0
4138941.0,Ferme rénovée entre lac et montagne 15min Lausanne,Léo Et Flo,2013-09-13,40.0,False,150.0
4178229.0,Petit Muveran - 328C Villars Bristol Apartments,Danièle,2012-07-13,56.0,True,184.0
4208919.0,Apartment Villars Sur Ollon,Jonathan,2014-09-27,100.0,True,229.0
4234250.0,"Nyon, Switzerland",Dhamari,2013-02-04,68.25,False,283.25
4292155.0,Studio au bord du lac.,Hugo,2013-07-18,100.0,True,80.0
4340750.0,Ferme au calme proche Lausanne,Léo Et Flo,2013-09-13,40.0,False,112.5
4352919.0,Appartement sur 2 étages,Caroline Et Cécile,2013-06-10,85.0,True,160.0
4353388.0,Une propriété de charme entre Lausanne et Genève,Sandrine,2013-01-08,100.0,False,700.0
4368297.0,"Joli appartement, vue magnifique (minimum 3 nuits)",Patricia,2014-09-06,85.0,False,88.0
4368702.0,House for 8-10 with swimming pool in Lausanne,Pierre,2012-10-20,75.0,False,375.25
4433901.0,"Arzier House, Alps View, 30min to Geneva/Lausanne",Nicolas,2012-02-20,85.0,False,70.0
4461295.0,Full apartment 30m2  for your own,Alexandre,2012-10-11,0.0,False,375.25
4555195.0,Chalet Gryon - vue spectaculaire,Juana Maria,2014-11-11,67.5,False,105.25
4665909.0,High Mountain Chalet - Great Views!,Moriya,2012-06-28,51.0,True,544.0
4712590.0,120m2-modern/view -Ouchy/ Lausanne,Hubert,2014-12-01,67.5,False,166.0
4740243.0,Home Away From Home in Switzerland! Modern & Cozy,Chantal,2011-06-03,88.0,False,243.0
4765006.0,"Dans la nature, proche de la Ville et des plages !",Markus,2014-12-07,75.0,False,40.0
4771004.0,ELEGANT AND COMFORTABLE CHALET,Nadja,2014-09-19,0.0,False,293.75
4790124.0,"Bel appart, 2 chambres, tout meublé",Philippe,2014-09-24,70.5,False,293.75
4818688.0,Lavaux - Loft - Artist flat with lake view,Théo,2012-10-21,100.0,nan,73.0
4822509.0,2 bedroom and 2 bathroom apartment,Bart,2013-12-01,25.75,False,110.0
4843240.0,Monthly Room Rental (w/ private bathroom),Jo,2012-12-29,75.0,False,292.0
4863670.0,Nice flat with view lake/mountains,Claudia,2013-09-21,36.0,False,110.0
4900688.0,"Nice & Neat, in the Neighbourhood",Sandra,2012-09-02,50.5,False,476.5
4951936.0,Beautiful House with Pool,Marie-France,2015-01-03,58.25,False,93.25
4955410.0,studio meublé au coeur de Lausanne,Christopher,2014-01-25,69.75,False,122.5
4973054.0,Chalet La Chaumière,Olivier,2015-01-05,58.25,False,170.0
5023983.0,Charming Swiss Mountain Apartment,Marcel,2014-07-08,100.0,False,105.0
5076688.0,Alp Sunrise - Top View Cozy Chalet,Moriya,2012-06-28,51.0,True,567.0
5108203.0,"La Petite Maison, un belvédère sur le Léman",Huguette,2015-01-18,70.0,False,110.0
5120953.0,39 - Magnifique chambre indépendante,Pierre,2015-01-21,88.0,False,53.0
5158112.0,The Alps Wonder Chalet,Moriya,2012-06-28,51.0,True,722.0
5166327.0,Chambres d'hôtes,Claire-Lise,2015-01-26,100.0,False,50.0
5200254.0,Double room in Lausanne,Isabelle,2015-01-29,85.5,False,140.75
5210816.0,Appartement de 4 pc,Emilie,2013-10-11,35.75,False,110.0
5227160.0,Magnifique vue Lac Léman et Alpes,Arnaud,2014-06-19,100.0,False,150.0
5231575.0,Charming apartment in Villars,Lesley,2013-10-25,0.0,False,110.0
5246376.0,Au coeur de Cully (Lavaux UNESCO),Gilliane & Nicolas,2010-09-28,81.0,False,400.5
5284435.0,Swiss Chalet - Stunning view,Lucinda,2015-02-07,84.0,True,350.0
5286306.0,Appartement meublé de 6.5 pièces,Carine,2015-01-31,85.5,False,140.75
5294229.0,"Ground floor, 110 m2, 3 BD+2Bath+terrace+garden",Pascal,2014-04-26,93.75,False,214.5
5336510.0,Founex-next to Geneva and Nyon,Marina,2015-02-12,91.25,False,227.25
5376946.0,Chalet in Swiss Alps,Marco,2015-02-17,98.0,True,429.0
5379642.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 2",Jocelyne,2014-02-07,93.0,True,140.0
5379767.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 3",Jocelyne,2014-02-07,93.0,True,130.0
5379866.0,"Chambre d'hôtes BnB ""Le Haut des Vignes"" no 4",Jocelyne,2014-02-07,93.0,True,150.0
5391181.0,"Appartement avec une vue magnifique, proche du lac",Jacques,2013-03-07,71.25,False,302.25
5484594.0,Bel appartement à la ferme,Pierre-Alain,2014-12-17,0.0,False,114.0
5503470.0,Charming loft in Lausanne centre,Sylvain,2013-05-22,65.0,False,138.5
5665758.0,Beau duplex avec terrasse et jardin,Virginie,2015-03-15,55.5,False,182.5
5675514.0,Spacious flat in Lausanne,Eveliina,2015-03-04,78.5,False,194.5
5687218.0,Beautiful apartment near Lake Geneva,Paola,2015-03-17,100.0,True,164.0
5725208.0,"2 pièce et demi très spacieux, 55m2",Gordana,2015-03-20,55.5,False,182.5
5732112.0,Nice apartment of 1.5 rooms,Fabrice,2015-03-21,33.0,False,105.0
5754160.0,Monthly flatsharing (furnished w/private bathroom),Jo,2012-12-29,84.0,False,102.5
5763601.0,Latitude MM - Gîte – Romainmôtier,Martial & Muriel,2015-03-24,0.0,False,110.0
5767519.0,Confort cosy Ap /View lake /Private garden /2-4 p.,Sonia,2015-03-24,89.0,False,182.75
5777028.0,Chambre dans logement de charme,Aurore,2015-03-25,55.5,False,182.75
5783934.0,Lovely duplex in Rougemont (Gstaad),Manuel,2015-03-25,100.0,False,351.0
5819303.0,Ve-Magnifique chambre en pleine nature,Pierre,2015-01-21,88.0,False,55.0
5827979.0,Glion/Montreux Villa Gais Alpins,Albert,2015-03-30,70.5,False,165.0
5855638.0,"Studio East - with garden, grill and pool",Anne & Manfred,2014-11-13,100.0,True,80.0
5865609.0,Chambre pour voyageur Max 4 nuit,Lee,2015-04-01,0.0,False,222.75
5867803.0,Beautiful Traditional Chalet,Sebastian,2015-04-02,82.0,True,220.0
5868998.0,"Chalet Aisha in Corbeyrier, Genfersee/Waadt",Jean-Pierre,2015-04-02,100.0,False,155.0
5899583.0,"Charm & Design, Center of Lausanne",Christophe,2013-11-17,63.0,False,70.0
5944573.0,Montreux Music BnB: friendliest in town!,Lynn,2010-09-16,100.0,False,296.25
6029247.0,Nice studio with a garden,Flavia,2015-02-16,83.0,False,80.0
6034795.0,MiraLacLéman,Maria,2015-04-16,90.25,False,191.0
6073398.0,Room with nice view in the city center,Alex,2014-05-22,81.75,False,135.0
6093817.0,Superbe loft au centre de Lausanne,Stéphane,2014-04-05,100.0,True,208.0
6103647.0,Maison avec petit jardin,David,2015-04-21,79.75,False,169.25
6125639.0,chambre à louer  Chez l’habitant,Emilienne,2015-04-23,100.0,False,50.0
6139424.0,Small Room in Lausanne Center,Mathieu,2014-12-30,60.75,False,111.25
6155300.0,Ancienne ferme,Raymond,2015-04-25,79.75,False,169.25
6203571.0,"B&B ****  au pied du château Aigle, Switzerland",Roland,2015-04-29,87.0,False,275.0
6209108.0,Between the city and the lake,Josip,2014-06-07,89.0,False,135.0
6211651.0,3 bedroom flat - amazing view,Claire,2015-04-19,92.0,True,219.0
6212785.0,Oase am Murtensee,Karin,2013-01-23,85.0,False,195.0
6243212.0,"Résid du Glacier, Les Diablerets",Anne-Marie,2015-05-02,40.0,False,133.0
6269643.0,Panorama unique sur le Lac Léman,Pascal,2014-11-10,95.0,True,135.0
6284257.0,Lovely Apartment & Big Terrace in the City Center,Valérie,2015-05-05,73.5,False,158.5
6293970.0,Face to the lake and the mountains,Odile Et Finn,2013-04-02,80.0,True,49.0
6308691.0,Beautiful modern apartment (Geneva),Shaun,2015-05-07,73.5,False,158.5
6324039.0,"Room in a mansion ""N°9",La Maison D'Igor,2015-05-08,100.0,True,106.0
6371321.0,Charming home near Montreux,Annette,2015-05-12,67.0,False,120.0
6375070.0,Séjour au bord du lac Léman,Marguerite-Marie,2014-03-17,82.25,False,158.0
6433907.0,Spacious and sunny getaway,Willemina,2013-05-14,20.0,False,265.0
6478261.0,Bedroom with double bed,Zoé,2013-09-04,42.25,False,287.5
6481040.0,Modern Montreux 2 Bedroom Apartment - Lake View,Kate,2013-08-02,67.0,nan,750.0
6530625.0,"""La Rosière"" Stylish Chalet in Villars Center",La Rosière,2015-05-25,89.0,False,549.0
6537136.0,Appartement Le Castel 1 ***,Denis,2015-05-25,64.0,False,280.25
6574826.0,Cosy Flat in the old town of St-Prex,Raphael,2013-04-12,61.25,False,150.5
6587740.0,A LOUER - Chambre à Lausanne,Sophie,2015-05-28,66.0,False,288.5
6609071.0,Beautiful 2-bedroom Montreux Lake View Apartment,Liz,2015-05-25,64.0,False,290.0
6609925.0,Chambre dans Villa individuelle,Roger,2015-05-30,66.0,False,288.5
6612965.0,Bel appartement jardin ville,Frederique,2015-03-25,97.0,False,280.0
6619302.0,nice Studio in Vevey city center,Nicola,2014-07-04,74.0,False,100.0
6619594.0,Studio à la Riviera Vevey Montreux,Jasmine,2015-05-14,0.0,False,102.0
6630697.0,Bel appart dans village typique !,Antoine,2015-06-01,91.0,False,288.5
6632870.0,Appartement in lakeside chalet,Luc,2015-06-01,91.0,False,288.5
6635737.0,Cosy house close to Lausanne,Olivier,2015-01-28,88.75,False,133.75
6652388.0,Apartment 80m2 top quality - St.George School area,Ludovic L.,2015-06-02,100.0,False,180.0
6679437.0,Joli appartement au centre ville,Carolina,2015-06-04,91.0,False,208.75
6735295.0,lovely apartment front of the lac !,Xavier,2015-06-08,93.75,False,181.25
6759124.0,Chambre Montreux Jazz festival,Robin,2015-06-08,93.75,False,181.25
6762013.0,Room in Prilly,Sarah,2014-03-23,82.75,False,150.5
6764419.0,2-bed apartment  - centre of Lausanne,Annabel,2014-06-23,69.0,True,160.0
6772325.0,Cosy home between Geneva & Lausanne,Keld,2015-06-10,93.75,False,182.0
6778651.0,Superbe vue sur les Dents du Midi,Severine,2015-06-10,93.75,False,182.0
6807070.0,Chalet 1800m  met auto bereikbaar vol orchideeën.,Leonie,2015-06-12,75.0,False,135.0
6833568.0,Big room in Lausanne,Yowa,2015-06-14,93.75,False,182.0
6834040.0,Villa breathtaking lake view hot tub,Mioara,2014-06-22,74.0,False,130.0
6840265.0,Entire apartment with marvelous view from balcony,Martina,2015-06-15,100.0,False,180.0
6850362.0,Spacious 1 bed apartment 100m from the lake,Annabel,2014-06-23,69.0,True,130.0
6860434.0,Cozy apartment w/ terrace in center,Martha,2015-06-16,100.0,False,183.0
6906040.0,Au balcon d'Annie,Annie,2015-06-15,100.0,True,230.0
6935187.0,Light and spacious family apartment with garden,Lizzie,2013-04-05,60.0,False,150.5
6979579.0,Apt w/ view on the Lake + terrace,Jean-Baptiste,2014-06-01,74.0,False,130.0
6986164.0,Marché de Noёl apartment. AMAZING view,Anouk,2015-06-19,100.0,False,219.75
6989445.0,Charmant petit appartement,Kiwii,2012-12-14,71.0,False,93.0
6994599.0,Chalet familial au Col des Mosses à 1500m,Iohannès,2015-06-25,100.0,False,286.0
7042552.0,Chailly Room,David A.,2015-06-28,94.0,False,153.75
7043191.0,Chez Pitt,Didgé,2015-04-27,74.75,False,206.75
7044874.0,Lovely big bright flat with balconies,Julia,2013-06-17,75.0,False,280.75
7070617.0,Villa chaleureuse avec vue sublime,Malika,2015-06-29,94.0,False,150.0
7103856.0,Petites fugues en Plein-Ciel,François,2015-07-01,86.0,False,120.0
7121070.0,Charmant studio au calme,Nathalie,2015-07-02,90.0,True,59.0
7124309.0,1 bedroom flat (80m2) for 1 or 2 pax,Emile,2014-07-16,74.0,False,130.0
7165771.0,Studio Lausanne centre,Camille,2015-06-28,94.0,False,153.75
7228935.0,LOCATION LOCATION LOCATION,Suzanne,2015-01-26,85.0,False,148.75
7276683.0,"La Griotte, Mountain Chalet -Room 1 - Family room",Rita,2015-07-10,17.0,False,130.0
7288352.0,Home sweet home,Lorella,2015-07-11,17.0,False,120.0
7297020.0,Wohnen mit Blick auf den Murtensee,Eva,2013-12-08,100.0,True,165.0
7318566.0,Quiet and Charming flat in Lausanne,Sophie,2015-07-13,17.0,False,120.0
7344287.0,Countryside apartment,Simon & Lara-Florine,2014-09-03,100.0,True,122.0
7358111.0,Jolie chambre au centre de Lausanne,Delphine,2013-10-23,63.0,False,60.0
7360228.0,"Chalet calme, vue exceptionnelle",Anne,2013-11-06,63.0,False,141.25
7375144.0,Modern little triplex,Anja,2013-06-25,55.5,False,336.0
7397945.0,"Beau duplex, Vevey, riviera suisse",Joelle,2013-09-10,39.0,False,270.0
7422836.0,"Magie du Léman, Chambre lit King-Size vue sur lac",Marina Et Roberto,2015-07-19,79.25,False,180.0
7430232.0,Bel Appartement Lausanne centre,Lauriane,2015-05-11,61.75,False,132.0
7443115.0,Perfect Flat near Train Station,Leyla,2015-07-20,64.5,False,98.5
7446464.0,Prox. centre vue sur lac,Benjamin,2015-07-20,79.25,False,172.25
7487300.0,Appartement entièrement privatif  5 pc à Aubonne,Veronique,2014-03-22,68.0,False,149.0
7488665.0,La Ferme de la Praz - Home with a view,LaFerme,2015-07-22,100.0,False,146.0
7497221.0,Lutry Lac : Petite maison indépendante,Carole,2015-05-02,80.0,True,200.0
7508801.0,2 pièces Queen vue lac privatif,Veronique,2014-03-22,68.0,False,125.0
7515773.0,Cosy room with ensuite private bathroom,Tanya,2015-07-23,100.0,False,74.0
7529174.0,Studio dans Villa,Gregor,2015-07-24,80.0,False,172.25
7586857.0,"La Griotte, Mountain Chalet -Room 5 - Double room",Rita,2015-07-10,17.0,False,100.0
7587305.0,"La Griotte, Mountain Chalet -Room 3",Rita,2015-07-10,17.0,False,60.0
7587562.0,"La Griotte, Mountain Chalet -Room 2",Rita,2015-07-10,17.0,False,140.0
7587737.0,"La Griotte, Mountain Chalet -Room 4",Rita,2015-07-10,17.0,False,110.0
